transaction_id,customer_id,order_date,price,quantity,discount,total_amount
TX0133314,STD_1721031591,2024-10-05T12:32:03.000+07:00,444.87,10,0.09,4048.3171
TX0072282,STD_1721031591,2024-06-25T12:32:02.000+07:00,484.7,10,0.16,4071.4802
TX0134762,STD_1721031591,2024-09-02T12:32:03.000+07:00,438.82,10,0.06,4124.908
TX0227454,STD_1721031591,2024-04-20T12:32:05.000+07:00,464.73,10,0.13,4043.1514
TX0010018,STD_1721031591,2024-10-20T12:32:01.000+07:00,469.87,9,0.04,4059.6768
TX0015516,STD_1721031591,2024-10-03T12:32:01.000+07:00,482.68,9,0.04,4170.355
TX0132868,STD_1721031591,2024-06-15T12:32:03.000+07:00,440.17,10,0.06,4137.598
TX0248375,STD_1721031591,2024-08-15T12:32:05.000+07:00,493.44,9,0.08,4085.6833
TX0061443,STD_1721031591,2024-06-14T12:32:02.000+07:00,468.02,10,0.04,4492.9917
TX0078936,STD_1721031591,2024-09-05T12:32:02.000+07:00,461.01,10,0.13,4010.787
TX0264460,STD_1721031591,2024-12-01T12:32:06.000+07:00,455.41,10,0.02,4463.018
TX0039068,STD_1721031591,2024-08-30T12:32:01.000+07:00,471.79,10,0.15,4010.215
TX0057244,STD_1721031591,2024-10-03T12:32:02.000+07:00,478.57,10,0.07,4450.701
TX0153194,STD_1721031591,2024-05-19T12:32:04.000+07:00,474.74,10,0.08,4367.608
TX0209201,STD_1721031591,2024-04-21T12:32:05.000+07:00,481.74,10,0.11,4287.486
TX0126585,STD_1721031591,2024-05-26T12:32:03.000+07:00,489.69,10,0.13,4260.3027
TX0261545,STD_1721031591,2024-08-16T12:32:06.000+07:00,487.35,10,0.11,4337.415
TX0104553,STD_1721031591,2024-06-21T12:32:03.000+07:00,492.38,10,0.08,4529.896
TX0008197,STD_1721031591,2024-11-18T12:32:01.000+07:00,493.24,10,0.15,4192.54
TX0235301,STD_1721031591,2025-03-27T12:32:05.000+07:00,453.92,10,0.11,4039.8882
